,city,year,company,car_name,name,model,price,kms_driven,owner,fuel_type,car_link
0,Pune,2021,Nissan,MAGNITE  ,Nissan MAGNITE  ,,963799,16049,1,Petrol,https://www.cars24.com/buy-used-nissan-magnite-2021-cars-mumbai-10351699795/
1,Pune,2014,Volkswagen,Vento  ,Volkswagen Vento  ,Manual,513399,41569,1,Petrol,https://www.cars24.com/buy-used-volkswagen-vento-2014-cars-mumbai-10371992797/
2,Pune,2020,Tata,Tiago  ,Tata Tiago  ,Manual,680399,8118,1,Petrol,https://www.cars24.com/buy-used-tata-tiago-2020-cars-pune-1037521668/
3,Pune,2015,Renault,Duster  ,Renault Duster  ,Manual,676799,63143,1,Diesel,https://www.cars24.com/buy-used-renault-duster-2015-cars-mumbai-1034180265/
4,Pune,2020,Maruti,Alto  ,Maruti Alto  ,Manual,395099,2530,1,Petrol,https://www.cars24.com/buy-used-maruti-alto-2020-cars-pune-1240687206/
5,Pune,2021,Toyota,URBAN CRUISER ,Toyota URBAN CRUISER ,,1179699,1961,1,Petrol,https://www.cars24.com/buy-used-toyota-urban-cruiser-2021-cars-pune-1068956060/
6,Pune,2019,Jeep,Compass  ,Jeep Compass  ,Manual,1370199,27193,1,Petrol,https://www.cars24.com/buy-used-jeep-compass-2019-cars-pune-1039376660/
7,Pune,2021,Renault,Kiger  ,Renault Kiger  ,,1096499,2590,1,Petrol,https://www.cars24.com/buy-used-renault-kiger-2021-cars-pune-10604499776/
8,Pune,2021,Hyundai,Creta  ,Hyundai Creta  ,Manual,1794799,2334,1,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2021-cars-pune-10699593774/
9,Pune,2017,Hyundai,Xcent  ,Hyundai Xcent  ,Manual,618599,13639,1,Petrol,https://www.cars24.com/buy-used-hyundai-xcent-2017-cars-mumbai-1030896565/
10,Pune,2015,Ford,Ecosport  ,Ford Ecosport  ,Manual,662099,51922,1,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2015-cars-mumbai-1032934960/
11,Pune,2015,Toyota,Corolla Altis ,Toyota Corolla Altis ,Automatic,1045899,24242,2,Petrol,https://www.cars24.com/buy-used-toyota-corolla-altis-2015-cars-pune-10613296771/
12,Pune,2018,Maruti,Celerio  ,Maruti Celerio  ,Manual,505999,29583,1,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-pune-1066077568/
13,Pune,2014,Volkswagen,Polo  ,Volkswagen Polo  ,Manual,516499,46574,1,Petrol,https://www.cars24.com/buy-used-volkswagen-polo-2014-cars-pune-10685493775/
14,Pune,2015,Maruti,Celerio  ,Maruti Celerio  ,Manual,454499,50235,1,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2015-cars-pune-10682299773/
15,Pune,2021,Maruti,S Cross ,Maruti S Cross ,Manual,1076399,6396,1,Petrol,https://www.cars24.com/buy-used-maruti-s-cross-2021-cars-pune-10671694777/
16,Pune,2014,Toyota,Etios  ,Toyota Etios  ,Manual,475799,80847,2,Petrol,https://www.cars24.com/buy-used-toyota-etios-2014-cars-pune-1068160260/
17,Pune,2020,Hyundai,Elite i20 ,Hyundai Elite i20 ,Manual,774999,3806,1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2020-cars-pune-1067098804/
18,Pune,2016,Hyundai,Grand i10 ,Hyundai Grand i10 ,Manual,486499,17478,1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-pune-1063935463/
19,Pune,2012,Hyundai,i20  ,Hyundai i20  ,Manual,371099,56711,2,Petrol,https://www.cars24.com/buy-used-hyundai-i20-2012-cars-pune-1060792601/
20,Pune,2020,KIA,SELTOS  ,KIA SELTOS  ,Manual,1384999,18781,1,Diesel,https://www.cars24.com/buy-used-kia-seltos-2020-cars-pune-10683797713/
21,Pune,2017,Maruti,Ciaz  ,Maruti Ciaz  ,Manual,643099,60797,2,Petrol,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-pune-1036250163/
22,Pune,2018,Tata,Tiago  ,Tata Tiago  ,Manual,552199,25710,1,Petrol,https://www.cars24.com/buy-used-tata-tiago-2018-cars-pune-10665797779/
23,Pune,2015,Volkswagen,Polo  ,Volkswagen Polo  ,Automatic,686199,41708,1,Petrol,https://www.cars24.com/buy-used-volkswagen-polo-2015-cars-pune-10674595773/
24,Pune,2019,Volkswagen,Polo  ,Volkswagen Polo  ,Manual,704799,27487,1,Petrol,https://www.cars24.com/buy-used-volkswagen-polo-2019-cars-pune-10607697715/
25,Pune,2019,Maruti,Vitara Brezza ,Maruti Vitara Brezza ,Automatic,967099,33415,2,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-pune-10659894777/
26,Pune,2018,Honda,City  ,Honda City  ,Automatic,1200699,16118,1,Petrol,https://www.cars24.com/buy-used-honda-city-2018-cars-pune-10677594776/
27,Pune,2017,Maruti,Ciaz  ,Maruti Ciaz  ,Manual,794299,21004,1,Petrol,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-pune-10681199793/
28,Pune,2016,Honda,Amaze  ,Honda Amaze  ,Manual,517099,35472,1,Petrol,https://www.cars24.com/buy-used-honda-amaze-2016-cars-mumbai-1033722364/
29,Pune,2018,Maruti,S Cross ,Maruti S Cross ,Manual,1132999,24233,1,Diesel,https://www.cars24.com/buy-used-maruti-s-cross-2018-cars-pune-10686197773/
30,Pune,2017,Datsun,Redi Go ,Datsun Redi Go ,Manual,284899,18101,1,Petrol,https://www.cars24.com/buy-used-datsun-redi-go-2017-cars-mumbai-10337098798/
31,Pune,2017,Jeep,Compass  ,Jeep Compass  ,Manual,1359799,53928,1,Diesel,https://www.cars24.com/buy-used-jeep-compass-2017-cars-pune-1069533865/
32,Pune,2018,Renault,Kwid  ,Renault Kwid  ,Automatic,440299,34507,1,Petrol,https://www.cars24.com/buy-used-renault-kwid-2018-cars-pune-1064915864/
33,Pune,2021,Renault,Kwid  ,Renault Kwid  ,Manual,550699,5326,2,Petrol,https://www.cars24.com/buy-used-renault-kwid-2021-cars-pune-10668595776/
34,Pune,2020,Tata,NEXON  ,Tata NEXON  ,Manual,1105799,20053,1,Diesel,https://www.cars24.com/buy-used-tata-nexon-2020-cars-mumbai-1035646967/
35,Pune,2021,Volkswagen,Polo  ,Volkswagen Polo  ,Automatic,1056599,6871,1,Petrol,https://www.cars24.com/buy-used-volkswagen-polo-2021-cars-pune-10677697772/
36,Pune,2017,Volkswagen,Polo  ,Volkswagen Polo  ,Automatic,724499,18978,2,Petrol,https://www.cars24.com/buy-used-volkswagen-polo-2017-cars-pune-10625595714/
37,Pune,2016,Ford,Ecosport  ,Ford Ecosport  ,Manual,672599,41966,1,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-pune-1033542466/
38,Pune,2018,Maruti,Alto 800 ,Maruti Alto 800 ,Manual,350599,8254,2,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-pune-10602698771/
39,Pune,2021,MG,HECTOR  ,MG HECTOR  ,Automatic,1971999,6249,1,Petrol,https://www.cars24.com/buy-used-mg-hector-2021-cars-pune-1061525461/
40,Pune,2019,Hyundai,NEW SANTRO ,Hyundai NEW SANTRO ,Manual,532099,2839,1,Petrol,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-pune-1060656601/
41,Pune,2016,Mahindra,Scorpio  ,Mahindra Scorpio  ,Manual,834199,143495,1,Diesel,https://www.cars24.com/buy-used-mahindra-scorpio-2016-cars-pune-1067007700/
42,Pune,2019,Maruti,Vitara Brezza ,Maruti Vitara Brezza ,Manual,792199,42955,1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-pune-1068383308/
43,Pune,2016,Toyota,Innova Crysta ,Toyota Innova Crysta ,Automatic,1524299,163438,1,Diesel,https://www.cars24.com/buy-used-toyota-innova-crysta-2016-cars-pune-1039376448/
44,Pune,2017,Honda,Jazz  ,Honda Jazz  ,Manual,613999,15182,1,Petrol,https://www.cars24.com/buy-used-honda-jazz-2017-cars-pune-1030077002/
45,Pune,2017,Maruti,Celerio  ,Maruti Celerio  ,Automatic,487299,53139,1,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-mumbai-1032266461/
46,Pune,2019,Renault,Kwid  ,Renault Kwid  ,Manual,449299,17525,1,Petrol,https://www.cars24.com/buy-used-renault-kwid-2019-cars-pune-10631994777/
47,Pune,2018,Volkswagen,Ameo  ,Volkswagen Ameo  ,Automatic,681499,82015,1,Diesel,https://www.cars24.com/buy-used-volkswagen-ameo-2018-cars-mumbai-1034226168/
48,Pune,2019,Renault,TRIBER  ,Renault TRIBER  ,Manual,673599,9981,1,Petrol,https://www.cars24.com/buy-used-renault-triber-2019-cars-pune-1064305863/
49,Pune,2017,Hyundai,Eon  ,Hyundai Eon  ,Manual,381299,30266,1,Petrol,https://www.cars24.com/buy-used-hyundai-eon-2017-cars-pune-10684798774/
50,Pune,2016,Maruti,Baleno  ,Maruti Baleno  ,Manual,571847,28225,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-mumbai-1038766165/
51,Pune,2017,Hyundai,Creta  ,Hyundai Creta  ,Manual,1119199,63687,1,Diesel,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-mumbai-1035880760/
52,Pune,2016,Hyundai,Grand i10 ,Hyundai Grand i10 ,Manual,459999,81006,1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-pune-1068104363/
53,Pune,2019,Maruti,Vitara Brezza ,Maruti Vitara Brezza ,Manual,838699,56902,2,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-pune-1067047706/
54,Pune,2017,Maruti,Alto 800 ,Maruti Alto 800 ,Manual,315999,21451,1,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2017-cars-pune-1062105861/
55,Pune,2017,Jeep,Compass  ,Jeep Compass  ,Manual,1339099,62013,1,Diesel,https://www.cars24.com/buy-used-jeep-compass-2017-cars-pune-1060136566/
56,Pune,2020,Ford,Ecosport  ,Ford Ecosport  ,Manual,1030799,22326,1,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2020-cars-pune-10657195710/
57,Pune,2019,Hyundai,VENUE  ,Hyundai VENUE  ,Manual,1111299,30456,1,Diesel,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-pune-1060972666/
58,Pune,2016,Hyundai,Grand i10 ,Hyundai Grand i10 ,Manual,508099,6397,1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-mumbai-1036946369/
59,Pune,2018,Maruti,Alto 800 ,Maruti Alto 800 ,Manual,350599,11617,1,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-pune-10637798792/
60,Pune,2020,Hyundai,GRAND I10 NIOS,Hyundai GRAND I10 NIOS,Manual,675499,7162,1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-mumbai-1038120269/
61,Pune,2012,Renault,Duster  ,Renault Duster  ,Manual,496799,126134,2,Diesel,https://www.cars24.com/buy-used-renault-duster-2012-cars-pune-1063044625/
62,Pune,2016,Hyundai,Grand i10 ,Hyundai Grand i10 ,Manual,449199,15817,1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-pune-1039212029/
63,Pune,2014,Ford,Ecosport  ,Ford Ecosport  ,Manual,535599,55123,2,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2014-cars-pune-1038983740/
64,Pune,2017,Maruti,Celerio  ,Maruti Celerio  ,Automatic,492199,25716,2,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-pune-10698992776/
65,Pune,2020,Hyundai,VENUE  ,Hyundai VENUE  ,Manual,842099,787,1,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-pune-1036129869/
66,Pune,2018,Maruti,Baleno  ,Maruti Baleno  ,Manual,642499,24337,2,Diesel,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-mumbai-1037116262/
67,Pune,2016,Maruti,Alto 800 ,Maruti Alto 800 ,Manual,285099,27534,2,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-pune-1064335366/
68,Pune,2020,Hyundai,VENUE  ,Hyundai VENUE  ,Manual,1046399,7736,1,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-pune-10683597799/
69,Pune,2013,Hyundai,i20  ,Hyundai i20  ,Manual,374899,71022,1,Diesel,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-pune-1036026547/
70,Pune,2017,Hyundai,New Elantra ,Hyundai New Elantra ,Automatic,1303899,65743,3,Diesel,https://www.cars24.com/buy-used-hyundai-new-elantra-2017-cars-pune-10662795773/
71,Pune,2018,Maruti,Vitara Brezza ,Maruti Vitara Brezza ,Manual,967599,29025,1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-pune-1062288664/
72,Pune,2015,Hyundai,Elite i20 ,Hyundai Elite i20 ,Manual,555599,49363,1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-pune-1064938960/
73,Pune,2019,KIA,SELTOS  ,KIA SELTOS  ,Automatic,1459399,47272,1,Petrol,https://www.cars24.com/buy-used-kia-seltos-2019-cars-pune-1062279169/
74,Pune,2014,Hyundai,Elite i20 ,Hyundai Elite i20 ,Manual,510899,57938,2,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2014-cars-pune-1036710060/
75,Pune,2021,Hyundai,VENUE  ,Hyundai VENUE  ,Automatic,1333899,2051,1,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-pune-1067919979/
76,Pune,2015,Maruti,Wagon R 1.0,Maruti Wagon R 1.0,Automatic,473299,33816,1,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-pune-1065638369/
77,Pune,2016,Hyundai,Grand i10 ,Hyundai Grand i10 ,Manual,496899,33972,2,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-pune-10687793796/
78,Pune,2014,Hyundai,Elite i20 ,Hyundai Elite i20 ,Manual,560899,62865,1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2014-cars-pune-10687691710/
79,Pune,2016,Hyundai,Elite i20 ,Hyundai Elite i20 ,Manual,548699,54840,1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-pune-10676590799/
80,Pune,2017,Maruti,Alto 800 ,Maruti Alto 800 ,Manual,333699,12135,1,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2017-cars-pune-1066897466/
81,Pune,2016,Hyundai,Creta  ,Hyundai Creta  ,Automatic,1066899,67861,1,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-pune-10678293710/
82,Pune,2017,Skoda,Superb  ,Skoda Superb  ,Automatic,1670599,22682,2,Petrol,https://www.cars24.com/buy-used-skoda-superb-2017-cars-pune-1039703049/
83,Pune,2019,Mahindra,Thar  ,Mahindra Thar  ,Manual,925699,17213,1,Diesel,https://www.cars24.com/buy-used-mahindra-thar-2019-cars-pune-1031770567/
84,Pune,2019,Maruti,Baleno  ,Maruti Baleno  ,Manual,687599,10525,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-pune-1034462403/
85,Pune,2018,Maruti,Vitara Brezza ,Maruti Vitara Brezza ,Automatic,927499,18432,1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-pune-10652493777/
86,Pune,2017,Honda,Jazz  ,Honda Jazz  ,Manual,607599,16650,1,Petrol,https://www.cars24.com/buy-used-honda-jazz-2017-cars-pune-1038746300/
87,Pune,2019,Hyundai,Elite i20 ,Hyundai Elite i20 ,Manual,740899,19883,1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-pune-10621291774/
88,Pune,2018,Hyundai,Verna  ,Hyundai Verna  ,Manual,872199,44900,1,Petrol,https://www.cars24.com/buy-used-hyundai-verna-2018-cars-pune-1032802900/
89,Pune,2018,Honda,Amaze  ,Honda Amaze  ,Manual,626999,13109,2,Petrol,https://www.cars24.com/buy-used-honda-amaze-2018-cars-pune-10606990712/
90,Pune,2018,Maruti,Baleno  ,Maruti Baleno  ,Manual,671099,8180,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-mumbai-1039940167/
91,Pune,2018,Hyundai,Grand i10 ,Hyundai Grand i10 ,Manual,560399,27338,1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-mumbai-1037270960/
92,Pune,2017,Maruti,Vitara Brezza ,Maruti Vitara Brezza ,Manual,846399,28791,1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-pune-1034966168/
93,Pune,2016,Toyota,Corolla Altis ,Toyota Corolla Altis ,Automatic,1084899,41657,1,Petrol,https://www.cars24.com/buy-used-toyota-corolla-altis-2016-cars-pune-1032757145/
94,Pune,2015,Maruti,Alto K10 ,Maruti Alto K10 ,Automatic,338899,58906,1,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2015-cars-pune-1063835168/
95,Pune,2021,Toyota,YARIS  ,Toyota YARIS  ,Automatic,1105399,3412,1,Petrol,https://www.cars24.com/buy-used-toyota-yaris-2021-cars-pune-1068954968/
96,Pune,2013,Hyundai,Grand i10 ,Hyundai Grand i10 ,Manual,389299,48937,2,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2013-cars-pune-1037583248/
97,Pune,2018,Hyundai,Verna  ,Hyundai Verna  ,Manual,942199,24680,1,Petrol,https://www.cars24.com/buy-used-hyundai-verna-2018-cars-pune-10676596778/
98,Pune,2016,Maruti,Baleno  ,Maruti Baleno  ,Manual,584878,48861,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-pune-1061472961/
99,Pune,2019,Hyundai,Verna  ,Hyundai Verna  ,Manual,1120499,16006,1,Petrol,https://www.cars24.com/buy-used-hyundai-verna-2019-cars-mumbai-1035466669/
100,Pune,2019,Hyundai,VENUE  ,Hyundai VENUE  ,Automatic,1133699,3297,1,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-pune-1039646003/
101,Pune,2018,Hyundai,Creta  ,Hyundai Creta  ,Automatic,1373699,31399,2,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-pune-1069044467/
102,Pune,2017,Hyundai,Elite i20 ,Hyundai Elite i20 ,Manual,564499,63395,1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-pune-1031557908/
103,Pune,2020,Hyundai,Creta  ,Hyundai Creta  ,Automatic,1804399,14623,1,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2020-cars-mumbai-1035672663/
104,Pune,2017,Maruti,Baleno  ,Maruti Baleno  ,Manual,625699,13461,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-pune-1033776360/
105,Pune,2015,Maruti,Baleno  ,Maruti Baleno  ,Manual,561299,48034,1,Diesel,https://www.cars24.com/buy-used-maruti-baleno-2015-cars-pune-1037546422/
106,Pune,2018,Maruti,Alto 800 ,Maruti Alto 800 ,Manual,350599,76230,1,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-pune-1064318169/
107,Pune,2017,Mahindra,TUV300  ,Mahindra TUV300  ,Manual,740399,39297,1,Diesel,https://www.cars24.com/buy-used-mahindra-tuv300-2017-cars-pune-1036337403/
108,Pune,2019,Maruti,Baleno  ,Maruti Baleno  ,Manual,647499,49941,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-pune-1068781460/
109,Pune,2017,Hyundai,Creta  ,Hyundai Creta  ,Automatic,1214599,67537,2,Diesel,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-pune-10678992771/
110,Pune,2017,Hyundai,Grand i10 ,Hyundai Grand i10 ,Manual,555999,12357,1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-pune-1069623460/
111,Pune,2017,Maruti,Baleno  ,Maruti Baleno  ,Manual,620099,30381,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-pune-1033312263/
112,Pune,2018,Maruti,IGNIS  ,Maruti IGNIS  ,Manual,446799,13022,2,Petrol,https://www.cars24.com/buy-used-maruti-ignis-2018-cars-pune-1036263908/
113,Pune,2017,Maruti,Baleno  ,Maruti Baleno  ,Manual,638499,15024,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-pune-10610895775/
114,Pune,2018,Maruti,S Cross ,Maruti S Cross ,Manual,861799,50195,2,Diesel,https://www.cars24.com/buy-used-maruti-s-cross-2018-cars-pune-1066782765/
115,Pune,2015,Toyota,Innova  ,Toyota Innova  ,Manual,970699,148149,1,Diesel,https://www.cars24.com/buy-used-toyota-innova-2015-cars-pune-1035409602/
116,Pune,2017,Maruti,IGNIS  ,Maruti IGNIS  ,Manual,468699,41406,1,Petrol,https://www.cars24.com/buy-used-maruti-ignis-2017-cars-pune-1066813200/
117,Pune,2017,Maruti,Baleno  ,Maruti Baleno  ,Manual,634099,35019,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-pune-1064773160/
118,Pune,2018,Ford,Figo Aspire ,Ford Figo Aspire ,Manual,569699,6136,1,Petrol,https://www.cars24.com/buy-used-ford-figo-aspire-2018-cars-pune-1037993401/
119,Pune,2015,Maruti,Wagon R 1.0,Maruti Wagon R 1.0,Manual,409099,32327,1,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-pune-1064965467/
120,Pune,2020,Tata,ALTROZ  ,Tata ALTROZ  ,Manual,826499,22160,1,Petrol,https://www.cars24.com/buy-used-tata-altroz-2020-cars-pune-1066904168/
121,Pune,2018,Hyundai,Verna  ,Hyundai Verna  ,Automatic,1113380,12049,1,Petrol,https://www.cars24.com/buy-used-hyundai-verna-2018-cars-pune-10666696796/
122,Pune,2017,Hyundai,Creta  ,Hyundai Creta  ,Automatic,1123299,48139,1,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-pune-1069092261/
123,Pune,2016,Maruti,Baleno  ,Maruti Baleno  ,Automatic,588699,66971,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-pune-1035938640/
124,Pune,2019,Maruti,S Cross ,Maruti S Cross ,Manual,923699,22000,1,Diesel,https://www.cars24.com/buy-used-maruti-s-cross-2019-cars-pune-1030073941/
125,Pune,2015,Hyundai,i20 Active ,Hyundai i20 Active ,Manual,553699,43562,1,Petrol,https://www.cars24.com/buy-used-hyundai-i20-active-2015-cars-pune-1065299468/
126,Pune,2018,Ford,Ecosport  ,Ford Ecosport  ,Manual,757877,33655,1,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-pune-1066784364/
127,Pune,2018,Maruti,Vitara Brezza ,Maruti Vitara Brezza ,Manual,855899,37510,1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-pune-1032289743/
128,Pune,2017,Maruti,Alto K10 ,Maruti Alto K10 ,Automatic,400099,18855,1,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-pune-1063655160/
129,Pune,2017,Hyundai,Elite i20 ,Hyundai Elite i20 ,Manual,689099,44460,2,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-pune-10607693797/
130,Pune,2017,Maruti,Wagon R 1.0,Maruti Wagon R 1.0,Manual,451399,24837,1,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-pune-1030656267/
131,Pune,2015,Maruti,Baleno  ,Maruti Baleno  ,Manual,558499,44174,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2015-cars-mumbai-1031650668/
132,Pune,2019,Maruti,Baleno  ,Maruti Baleno  ,Manual,707899,42127,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-pune-10674696797/
133,Pune,2017,Hyundai,Grand i10 ,Hyundai Grand i10 ,Manual,499199,43601,1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-mumbai-1034674860/
134,Pune,2018,Honda,City  ,Honda City  ,Automatic,1058899,54522,1,Petrol,https://www.cars24.com/buy-used-honda-city-2018-cars-mumbai-1034870267/
135,Pune,2018,Ford,Ecosport  ,Ford Ecosport  ,Manual,1038999,43371,1,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-pune-10608098779/
136,Pune,2015,Hyundai,Creta  ,Hyundai Creta  ,Manual,864199,81590,1,Diesel,https://www.cars24.com/buy-used-hyundai-creta-2015-cars-pune-1030946828/
137,Pune,2018,Maruti,Alto 800 ,Maruti Alto 800 ,Manual,341899,29917,1,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-pune-1068890761/
138,Pune,2018,Maruti,IGNIS  ,Maruti IGNIS  ,Manual,534899,8280,1,Petrol,https://www.cars24.com/buy-used-maruti-ignis-2018-cars-mumbai-1033970166/
139,Pune,2020,Skoda,Rapid  ,Skoda Rapid  ,Automatic,1244299,9272,1,Petrol,https://www.cars24.com/buy-used-skoda-rapid-2020-cars-pune-10624891772/
140,Pune,2017,Honda,BR-V  ,Honda BR-V  ,Automatic,819599,68442,1,Petrol,https://www.cars24.com/buy-used-honda-br-v-2017-cars-pune-1033900366/
141,Pune,2019,Ford,Ecosport  ,Ford Ecosport  ,Automatic,990699,34762,1,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-pune-1062175565/
142,Pune,2020,KIA,SELTOS  ,KIA SELTOS  ,Automatic,1911499,8305,1,Petrol,https://www.cars24.com/buy-used-kia-seltos-2020-cars-pune-10642894791/
143,Pune,2018,Ford,Ecosport  ,Ford Ecosport  ,Manual,799899,19706,1,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-pune-10681995713/
144,Pune,2018,Maruti,Baleno  ,Maruti Baleno  ,Manual,610199,69055,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-pune-1069543760/
145,Pune,2021,Maruti,S Cross ,Maruti S Cross ,Manual,1060333,8228,1,Petrol,https://www.cars24.com/buy-used-maruti-s-cross-2021-cars-pune-1065366966/
146,Pune,2017,Hyundai,Elite i20 ,Hyundai Elite i20 ,Manual,697299,43067,2,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-pune-10623797710/
147,Pune,2017,Hyundai,Grand i10 ,Hyundai Grand i10 ,Manual,532299,24409,1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-pune-1068150868/
148,Pune,2020,MG,HECTOR  ,MG HECTOR  ,Automatic,1752099,25063,1,Petrol,https://www.cars24.com/buy-used-mg-hector-2020-cars-pune-1062763362/
149,Pune,2021,MG,HECTOR  ,MG HECTOR  ,Automatic,1915499,12272,1,Petrol,https://www.cars24.com/buy-used-mg-hector-2021-cars-pune-1068754663/
150,Pune,2019,Maruti,Baleno  ,Maruti Baleno  ,Manual,731199,19642,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-pune-1067711066/
151,Pune,2017,Maruti,Vitara Brezza ,Maruti Vitara Brezza ,Manual,781199,44742,1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-pune-1033575306/
152,Pune,2018,Maruti,Ciaz  ,Maruti Ciaz  ,Manual,824899,28523,1,Diesel,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-pune-1033861104/
153,Pune,2017,Hyundai,Creta  ,Hyundai Creta  ,Automatic,1073384,97358,1,Diesel,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-pune-1066042003/
154,Pune,2018,Maruti,Baleno  ,Maruti Baleno  ,Manual,694699,10344,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-pune-1060565369/
