,City,Year,Name,Car model,Car Price,KM,Owner,Car Type,Car link
253,Gurgaon,2018, Hyundai Creta,1.6 SX CRDI Manual,"₹10,83,799","39,473 km",1st Owner,Diesel,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-gurgaon-1018490564/
254,Gurgaon,2015, Hyundai Grand i,MAGNA 1.1 CRDI Manual,"₹3,14,299","1,10,690 km",1st Owner,Diesel,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-new-delhi-1054005640/
255,Gurgaon,2018, Maruti IGNIS,DELTA 1.2 K12 AMT Automatic,"₹5,67,899","17,025 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-ignis-2018-cars-new-delhi-10075295717/
256,Gurgaon,2020, Ford Ecosport,1.5 TITANIUM TI VCT AT Automatic,"₹10,90,869","11,741 km",1st Owner,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2020-cars-noida-1057916861/
257,Gurgaon,2015, Audi Q,35 TDI Quattro Automatic,"₹16,12,199","51,987 km",1st Owner,Diesel,https://www.cars24.com/buy-used-audi-q3-2015-cars-new-delhi-1004792269/
258,Gurgaon,2016, Ford Ecosport,1.5 TITANIUM TI VCT AT Automatic,"₹6,72,699","76,874 km",1st Owner,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-gurgaon-1016210066/
259,Gurgaon,2016, Audi Q,35TDI PREMIUM Automatic,"₹19,21,999","86,395 km",1st Owner,Diesel,https://www.cars24.com/buy-used-audi-q3-2016-cars-noida-1053974669/
260,Gurgaon,2015, Hyundai Creta,1.6 S Manual,"₹7,71,099","84,649 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2015-cars-new-delhi-1005729343/
261,Gurgaon,2018, Ford Ecosport,TITANIUM PLUS 1.5 TI VCT MT Manual,"₹8,21,299","51,332 km",1st Owner,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-new-delhi-1007636568/
262,Gurgaon,2019, Ford Ecosport,1.5 TREND TI VCT Manual,"₹7,74,599","43,463 km",1st Owner,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-noida-1055066264/
263,Gurgaon,2015, Hyundai Elite i,SPORTZ 1.4 Manual,"₹3,98,599","94,365 km",3rd Owner,Diesel,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-new-delhi-1000002463/
264,Gurgaon,2019, Maruti Baleno,ZETA 1.2 K12 Manual,"₹7,09,899","33,972 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-faridabad-11082795793/
265,Gurgaon,2019, Maruti Vitara Brezza,VDI Manual,"₹7,99,899","24,501 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-new-delhi-1003464867/
266,Gurgaon,2013, Mahindra XUV,W8 FWD Manual,"₹5,25,699","60,607 km",1st Owner,Diesel,https://www.cars24.com/buy-used-mahindra-xuv500-2013-cars-new-delhi-1003155561/
267,Gurgaon,2018, Maruti Vitara Brezza,VDI Manual,"₹6,79,499","55,051 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-new-delhi-1006000026/
268,Gurgaon,2017, Maruti Ciaz,VDI+ SHVS Manual,"₹6,52,499","59,411 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-new-delhi-1008753467/
269,Gurgaon,2013, Maruti Ertiga,VDI ABS Manual,"₹4,30,799","1,19,443 km",3rd Owner,Diesel,https://www.cars24.com/buy-used-maruti-ertiga-2013-cars-new-delhi-1107737848/
270,Gurgaon,2017, Maruti Vitara Brezza,ZDI PLUS DUAL TONE Manual,"₹8,56,899","37,831 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-new-delhi-1008690767/
271,Gurgaon,2014, Ford Ecosport,1.5TITANIUM TDCI Manual,"₹4,19,699","60,528 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2014-cars-new-delhi-1007154809/
272,Gurgaon,2017, Maruti Baleno,ZETA 1.2 K12 AMT Automatic,"₹6,13,699","90,438 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-new-delhi-1004794163/
273,Gurgaon,2015, Hyundai Elite i,ASTA 1.4 CRDI Manual,"₹4,65,099","1,41,436 km",3rd Owner,Diesel,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-new-delhi-2339484643/
274,Gurgaon,2013, Toyota Fortuner,3.0 AT 4X2 Automatic,"₹11,32,399","1,97,865 km",1st Owner,Diesel,https://www.cars24.com/buy-used-toyota-fortuner-2013-cars-new-delhi-1018053646/
275,Gurgaon,2018, Maruti Vitara Brezza,ZDI + AMT Automatic,"₹8,83,499","55,470 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-new-delhi-1059680963/
276,Gurgaon,2020, Maruti S PRESSO,VXI Manual,"₹4,51,999","15,523 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-new-delhi-1009068168/
277,Gurgaon,2018, Ford Ecosport,1.5TITANIUM TDCI Manual,"₹8,16,399","38,694 km",1st Owner,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-new-delhi-1001698763/
278,Gurgaon,2019, Maruti Vitara Brezza,VDI Manual,"₹7,57,899","50,601 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-new-delhi-1009680146/
279,Gurgaon,2018, Ford Ecosport,1.5 TITANIUM TI VCT Manual,"₹7,40,399","22,775 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-new-delhi-1003656705/
