,City,Year,Name,Car model,Car Price,KM,Owner,Car Type,Car link
281,Chennai,2014, Hyundai i,MAGNA 1.1 IRDE2 Manual,"₹3,43,899","50,230 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-hyundai-i10-2014-cars-chennai-1137213307/
282,Chennai,2019, Hyundai Elite i,1.2 MAGNA PLUS VTVT Manual,"₹6,84,799","14,924 km",3rd Owner,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-chennai-1135883367/
283,Chennai,2015, Maruti Alto K,VXI Manual,"₹2,84,799","51,886 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2015-cars-chennai-1134332549/
284,Chennai,2019, Maruti New  Wagon-R,ZXI 1.2 ,"₹5,25,599","25,951 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-new--wagon-r-2019-cars-chennai-1135487668/
285,Chennai,2018, Maruti Vitara Brezza,ZDI Manual,"₹8,04,949","45,003 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-chennai-1130080567/
286,Chennai,2016, Maruti Celerio,ZXI OPT AMT Automatic,"₹4,62,699","80,704 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2016-cars-chennai-11350597797/
287,Chennai,2016, Honda City,S MT PETROL Manual,"₹6,83,599","24,709 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-honda-city-2016-cars-chennai-11390596795/
288,Chennai,2016, Hyundai Eon,MAGNA PLUS Manual,"₹3,31,599","31,624 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-eon-2016-cars-chennai-1134392306/
289,Chennai,2019, Maruti New  Wagon-R,VXI 1.2L Manual,"₹4,99,499","9,704 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-new--wagon-r-2019-cars-chennai-1131965469/
290,Chennai,2014, Honda Amaze,1.2 SMT I VTEC Manual,"₹4,07,099","63,258 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-honda-amaze-2014-cars-chennai-1139636069/
291,Chennai,2014, Hyundai i,MAGNA 1.1 IRDE2 Manual,"₹3,55,999","49,574 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-i10-2014-cars-chennai-1133351049/
292,Chennai,2017, Maruti Eeco,5 STR WITH AC PLUSHTR Manual,"₹4,02,599","24,362 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-eeco-2017-cars-chennai-1133611406/
293,Chennai,2016, Hyundai Grand i,MAGNA 1.2 KAPPA VTVT Manual,"₹4,46,799","17,429 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-chennai-11366896771/
294,Chennai,2016, Honda City,V MT PETROL Manual,"₹6,58,399","54,656 km",3rd Owner,Petrol,https://www.cars24.com/buy-used-honda-city-2016-cars-chennai-1137767163/
295,Chennai,2018, Hyundai Eon,ERA PLUS Manual,"₹3,57,599","35,163 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-eon-2018-cars-chennai-1132933261/
296,Chennai,2019, Renault TRIBER,1.0 RXZ Manual,"₹7,29,188","23,694 km",1st Owner,Petrol,https://www.cars24.com/buy-used-renault-triber-2019-cars-chennai-1136506460/
297,Chennai,2017, Maruti Baleno,ZETA 1.2 K12 Manual,"₹6,39,399","13,644 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-chennai-1139414201/
298,Chennai,2021, Maruti S PRESSO,VXI AGS Automatic,"₹6,08,799","4,242 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-chennai-11341293715/
299,Chennai,2014, Honda City,VX MT PETROL Manual,"₹6,20,099","72,187 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-honda-city-2014-cars-chennai-1139104661/
