,City,Year,Name,Car model,Car Price,KM,Owner,Car Type,Car link
182,Hyderabad,2020, Hyundai GRAND I NIOS,1.2 Kappa Sports MT Manual,"₹6,62,099","19,963 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-hyderabad-1047873765/
183,Hyderabad,2017, Honda Jazz,1.2 V MT Manual,"₹5,75,599","83,112 km",1st Owner,Petrol,https://www.cars24.com/buy-used-honda-jazz-2017-cars-hyderabad-10442698771/
184,Hyderabad,2017, Maruti Baleno,DELTA 1.2 K12 Manual,"₹6,19,799","43,681 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-hyderabad-10422896796/
185,Hyderabad,2018, Hyundai Grand i,SPORTZ (O) 1.2 AT VTVT Automatic,"₹6,53,599","36,509 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-hyderabad-10478799775/
186,Hyderabad,2014, Maruti Wagon R .,VXI Manual,"₹3,61,899","77,641 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-hyderabad-1041998267/
187,Hyderabad,2019, Maruti S PRESSO,VXI PLUS Manual,"₹4,64,299","35,091 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-s-presso-2019-cars-hyderabad-1042683966/
188,Hyderabad,2015, Maruti Wagon R .,VXI Manual,"₹3,88,899","42,218 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-hyderabad-1041110262/
189,Hyderabad,2018, Maruti Wagon R .,VXI Manual,"₹4,77,899","43,572 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-hyderabad-10431696715/
190,Hyderabad,2019, Hyundai Grand i,SPORTZ 1.2 KAPPA VTVT Manual,"₹6,12,199","38,443 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-hyderabad-10408492796/
191,Hyderabad,2017, Maruti Alto K,VXI Manual,"₹3,64,699","65,590 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-hyderabad-1043892762/
192,Hyderabad,2018, Honda City,VX MT PETROL Manual,"₹9,51,199","49,654 km",1st Owner,Petrol,https://www.cars24.com/buy-used-honda-city-2018-cars-hyderabad-1048688866/
193,Hyderabad,2016, Maruti Wagon R .,VXI Manual,"₹4,18,199","52,167 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-hyderabad-1048710468/
194,Hyderabad,2018, Maruti Alto ,LXI OPT Manual,"₹3,76,199","22,855 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-hyderabad-10465992792/
195,Hyderabad,2017, Hyundai Grand i,ASTA 1.2 VTVT Manual,"₹5,70,599","35,513 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-hyderabad-1045226365/
196,Hyderabad,2017, Maruti IGNIS,DELTA 1.2 K12 Manual,"₹5,00,899","86,841 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-ignis-2017-cars-hyderabad-1049418166/
197,Hyderabad,2020, Maruti S PRESSO,VXI PLUS Manual,"₹4,85,599","39,155 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-hyderabad-1048256568/
198,Hyderabad,2017, Maruti IGNIS,DELTA 1.2 K12 Manual,"₹5,16,299","86,334 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-ignis-2017-cars-hyderabad-10467894713/
199,Hyderabad,2020, Hyundai GRAND I NIOS,SPORTZ PETROL Manual,"₹6,80,799","39,813 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-hyderabad-1048174160/
200,Hyderabad,2019, Hyundai Grand i,SPORTZ 1.2 KAPPA VTVT Manual,"₹6,12,199","44,598 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-hyderabad-1049440869/
201,Hyderabad,2019, Maruti IGNIS,ALPHA 1.2 K12 Manual,"₹6,23,699","14,625 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-ignis-2019-cars-hyderabad-1047872466/
202,Hyderabad,2017, Maruti Alto K,VXI Manual,"₹3,86,899","30,771 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-hyderabad-1042630062/
203,Hyderabad,2017, Maruti Alto K,VXI Manual,"₹3,90,499","32,951 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-hyderabad-10400490799/
204,Hyderabad,2021, Maruti Alto,VXI Manual,"₹4,43,859","8,155 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-2021-cars-hyderabad-10417997710/
205,Hyderabad,2021, Hyundai VENUE,SX 1.0 GDI IMT Manual,"₹11,92,499","17,811 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-hyderabad-1048996767/
