,City,Year,Name,Car model,Car Price,KM,Owner,Car Type,Car link
260,Pune,2016, Maruti Baleno,ALPHA 1.2 K12 Manual,"₹6,20,099","54,486 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-mumbai-1035062467/
261,Pune,2019, MG HECTOR,SHARP DCT PETROL Automatic,"₹17,34,799","31,713 km",1st Owner,Petrol,https://www.cars24.com/buy-used-mg-hector-2019-cars-pune-1063276860/
262,Pune,2019, Maruti Alto K,VXI Manual,"₹4,25,499","15,962 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-pune-10648692773/
263,Pune,2015, Maruti Alto K,VXI Manual,"₹3,25,899","42,521 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2015-cars-mumbai-1032690963/
264,Pune,2019, Tata NEXON,XZA + 1.2 PETROL A/T Automatic,"₹10,60,399","7,864 km",1st Owner,Petrol,https://www.cars24.com/buy-used-tata-nexon-2019-cars-pune-10648799776/
265,Pune,2015, Hyundai Grand i,ASTA 1.2 KAPPA VTVT Manual,"₹4,63,399","54,856 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-mumbai-1039834364/
266,Pune,2017, Maruti Alto K,VXI (O) AMT Automatic,"₹4,06,899","16,366 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-pune-1061615864/
267,Pune,2018, Maruti Wagon R .,VXI Manual,"₹4,80,599","19,756 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-pune-10690197793/
268,Pune,2017, Maruti Wagon R .,VXI Manual,"₹4,78,199","37,606 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-pune-1067556260/
269,Pune,2018, Maruti S Cross,ZETA 1.3 SHVS Manual,"₹8,92,799","60,983 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-s-cross-2018-cars-pune-10600191793/
270,Pune,2019, Maruti Alto K,VXI (O) AMT Automatic,"₹4,47,699","21,306 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-pune-1033860960/
271,Pune,2019, Maruti Baleno,DELTA 1.2 K12 Manual,"₹7,19,599","25,678 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-pune-10612391714/
272,Pune,2017, Hyundai Grand i,ASTA 1.2 KAPPA VTVT Manual,"₹5,39,599","27,054 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-pune-1037564365/
273,Pune,2018, Hyundai Creta,1.6 SX PLUS AUTO Automatic,"₹11,06,599","40,089 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-pune-1032101849/
274,Pune,2017, Toyota Camry,HYBRID Automatic,"₹19,25,799","69,898 km",1st Owner,Petrol,https://www.cars24.com/buy-used-toyota-camry-2017-cars-pune-1035814903/
275,Pune,2017, Ford Ecosport,1.5 TITANIUM TI VCT AT Automatic,"₹7,63,199","23,749 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-pune-1061773164/
276,Pune,2017, Maruti IGNIS,DELTA 1.2 K12 Manual,"₹4,84,499","33,192 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-ignis-2017-cars-pune-1035734167/
277,Pune,2018, Toyota YARIS,VX CVT Automatic,"₹10,19,599","59,985 km",1st Owner,Petrol,https://www.cars24.com/buy-used-toyota-yaris-2018-cars-pune-10681596774/
278,Pune,2015, Maruti S Cross,DELTA 1.6 Manual,"₹5,87,499","76,022 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-s-cross-2015-cars-pune-1039059442/
279,Pune,2018, Jeep Compass,LIMITED 1.4 AT Automatic,"₹16,57,299","18,567 km",1st Owner,Petrol,https://www.cars24.com/buy-used-jeep-compass-2018-cars-pune-1032575444/
